qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank
PRZN_SERSP	CC	0031012	extracellular matrix	8.68319635024	0.73256467017	1
PRZN_SERSP	MF	0005509	calcium ion binding	7.30798475409	0.697223292162	1
PRZN_SERSP	BP	0006508	proteolysis	4.25612204216	0.60425298573	1
PRZN_SERSP	CC	0005615	extracellular space	8.50566197303	0.728168076251	2
PRZN_SERSP	MF	0004222	metalloendopeptidase activity	7.28743900623	0.696671131674	2
PRZN_SERSP	MF	0008270	zinc ion binding	4.98130709605	0.62876958629	5
PRZN_SERSP	BP	0009405	pathogenesis	0.105934898121	0.35195917577	9
PRZN_SERSP	BP	0042060	wound healing	0.0376782333553	0.332884600422	12
PRZN_SERSP	MF	0090729	toxin activity	0.0792967889405	0.345587863396	16
IF3_HAEDU	MF	0003743	translation initiation factor activity	8.5604454138	0.729529628295	1
IF3_HAEDU	BP	0006413	translational initiation	8.13062767711	0.718726990113	1
IF3_HAEDU	CC	0005737	cytoplasm	1.54437173379	0.485144038523	1
IF3_HAEDU	CC	0016020	membrane	0.0031947868335	0.312907059071	8
IF3_HAEDU	MF	0043022	ribosome binding	0.0429953003687	0.33480766742	10
IF3_HAEDU	BP	0032790	ribosome disassembly	0.0728313047966	0.34388552427	27
MPPA_ECOLI	CC	0043190	ATP-binding cassette (ABC) transporter complex	5.17874510893	0.635129554189	1
MPPA_ECOLI	BP	0055085	transmembrane transport	2.37545098704	0.528489472893	1
NAPB_RALEH	BP	0009061	anaerobic respiration	10.4206801963	0.773421257685	1
NAPB_RALEH	CC	0042597	periplasmic space	6.30057654713	0.669165783533	1
NAPB_RALEH	MF	0046872	metal ion binding	2.45236454863	0.532083596315	1
NAPB_RALEH	MF	0016491	oxidoreductase activity	0.196697365464	0.369097037385	5
EFTS_SACD2	MF	0003746	translation elongation factor activity	7.83437288458	0.711114070746	1
EFTS_SACD2	BP	0006414	translational elongation	7.43394971668	0.700591726656	1
EFTS_SACD2	CC	0005737	cytoplasm	1.57381946174	0.486856247943	1
SYN_BUCAP	MF	0004816	asparagine-tRNA ligase activity	11.742124407	0.802253694144	1
SYN_BUCAP	BP	0006421	asparaginyl-tRNA aminoacylation	11.5593891417	0.798366956206	1
SYN_BUCAP	CC	0005737	cytoplasm	1.50301811109	0.482711771961	1
SYN_BUCAP	MF	0005524	ATP binding	2.8470826271	0.549700320225	7
SYN_BUCAP	MF	0003676	nucleic acid binding	1.69965846677	0.493998619755	20
PARC_ECOLI	CC	0019897	extrinsic component of plasma membrane	10.1978523877	0.768382790067	1
PARC_ECOLI	MF	0061505	DNA topoisomerase II activity	9.15099029227	0.743938766927	1
PARC_ECOLI	BP	0006265	DNA topological change	8.2341731547	0.721355015555	1
PARC_ECOLI	BP	0007059	chromosome segregation	8.0747174929	0.717301008108	2
PARC_ECOLI	CC	0005694	chromosome	5.77540990013	0.653645838119	3
PARC_ECOLI	MF	0008094	DNA-dependent ATPase activity	6.97894126813	0.688284798856	4
PARC_ECOLI	MF	0003677	DNA binding	3.10136349924	0.560407197218	13
PARC_ECOLI	MF	0005524	ATP binding	2.58905086156	0.538334464231	14
PARC_ECOLI	CC	0009330	DNA topoisomerase complex (ATP-hydrolyzing)	0.0808714830647	0.345991848013	17
PARC_ECOLI	CC	0005829	cytosol	0.0347544620999	0.331768980672	18
PARC_ECOLI	BP	0030541	plasmid partitioning	0.0946644811925	0.349374545813	23
PARC_ECOLI	BP	0022402	cell cycle process	0.0375962002105	0.332853901912	28
PARC_ECOLI	MF	0005515	protein binding	0.0260451928335	0.328133135563	34
TRPR_ECOLI	BP	0045892	negative regulation of transcription, DNA-templated	8.06394814398	0.717025770814	1
TRPR_ECOLI	MF	0043565	sequence-specific DNA binding	5.94750228314	0.658806521453	1
TRPR_ECOLI	CC	0005737	cytoplasm	1.5971170974	0.488199546727	1
TRPR_ECOLI	MF	0003700	DNA-binding transcription factor activity	4.48754352205	0.612289108353	2
POTC_ECOLI	BP	0055085	transmembrane transport	2.89931398877	0.551937442144	1
POTC_ECOLI	CC	0005886	plasma membrane	2.88906634331	0.551500124146	1
POTC_ECOLI	MF	0015595	ATPase-coupled spermidine transmembrane transporter activity	0.145379184509	0.360062759705	1
POTC_ECOLI	CC	0016021	integral component of membrane	0.821541350922	0.436307709361	5
POTC_ECOLI	BP	0015847	putrescine transport	0.139501191874	0.358931994324	5
POTC_ECOLI	BP	0015848	spermidine transport	0.137358978519	0.35851398367	7
POTC_ECOLI	CC	1990351	transporter complex	0.0661322877844	0.342039920576	12
POTC_ECOLI	CC	0098796	membrane protein complex	0.0520355274907	0.337822003374	16
PTQC_ECOLI	MF	0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	8.02174864565	0.715945483338	1
PTQC_ECOLI	BP	0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	7.8799666268	0.712294960214	1
PTQC_ECOLI	CC	0005886	plasma membrane	2.85478524115	0.550031513326	1
PTQC_ECOLI	BP	0034219	carbohydrate transmembrane transport	7.13022373493	0.692419992021	2
PTQC_ECOLI	CC	0016021	integral component of membrane	0.811793100233	0.435524563458	5
PTQC_ECOLI	MF	0103111	D-glucosamine PTS permease activity	0.0998821924796	0.350589217245	10
IF2_PSEAE	MF	0003743	translation initiation factor activity	8.56054533876	0.729532107778	1
IF2_PSEAE	BP	0006413	translational initiation	8.13072258486	0.718729406547	1
IF2_PSEAE	CC	0005737	cytoplasm	1.52340438558	0.48391494245	1
IF2_PSEAE	MF	0003924	GTPase activity	6.64681932312	0.67904630713	5
IF2_PSEAE	MF	0005525	GTP binding	5.79802833969	0.654328464812	6
SYA_NEIG1	MF	0004813	alanine-tRNA ligase activity	10.6238550942	0.77796859383	1
SYA_NEIG1	BP	0006419	alanyl-tRNA aminoacylation	10.4133932491	0.77325734591	1
SYA_NEIG1	CC	0005737	cytoplasm	1.57043224968	0.486660121833	1
SYA_NEIG1	MF	0000049	tRNA binding	6.56547477589	0.676748608812	2
SYA_NEIG1	MF	0008270	zinc ion binding	5.04008963625	0.630676090235	6
SYA_NEIG1	MF	0005524	ATP binding	2.91525932644	0.552616374993	11
SYA_NEIG1	MF	0016597	amino acid binding	0.0721771881228	0.343709159748	32
SYA_NEIG1	MF	0002161	aminoacyl-tRNA editing activity	0.0635268839535	0.341296992164	33
SYA_NEIG1	BP	0106074	aminoacyl-tRNA metabolism involved in translational fidelity	0.0618630325841	0.340814550952	43
SYA_NEIG1	BP	0045892	negative regulation of transcription, DNA-templated	0.0580557988057	0.339685607447	45
SYA_NEIG1	BP	0006400	tRNA modification	0.0475956442647	0.336377450527	56
SYM_AQUAE	MF	0004825	methionine-tRNA ligase activity	9.82386227705	0.759800957307	1
SYM_AQUAE	BP	0006431	methionyl-tRNA aminoacylation	9.61061288372	0.754834353112	1
SYM_AQUAE	CC	0005737	cytoplasm	1.3448101096	0.473082556499	1
SYM_AQUAE	MF	0005524	ATP binding	2.62371927443	0.539893491431	7
SYM_AQUAE	MF	0000049	tRNA binding	2.50103831598	0.534329028778	10
SYM_AQUAE	MF	0046872	metal ion binding	1.8682199888	0.503163489722	21
SYM_AQUAE	MF	0016627	oxidoreductase activity, acting on the CH-CH group of donors	0.0301561514171	0.329914744626	30
SYM_AQUAE	BP	0016539	intein-mediated protein splicing	0.088000541836	0.347773413419	43
SYM_AQUAE	BP	0006629	lipid metabolic process	0.0222813994245	0.326373939082	48
SYM_AQUAE	BP	0055114	oxidation-reduction process	0.0111630346238	0.320041144204	49
TRKA_ECOLI	MF	0015079	potassium ion transmembrane transporter activity	8.80985741374	0.735673985582	1
TRKA_ECOLI	BP	0071805	potassium ion transmembrane transport	8.57849774096	0.729977334233	1
TRKA_ECOLI	CC	0005886	plasma membrane	2.88907013524	0.55150028611	1
EFG2_BURXL	MF	0003746	translation elongation factor activity	7.87232075647	0.712097169113	1
EFG2_BURXL	BP	0006414	translational elongation	7.4699580323	0.70154937192	1
EFG2_BURXL	CC	0005737	cytoplasm	1.58987472126	0.487783020358	1
EFG2_BURXL	MF	0003924	GTPase activity	6.10506678105	0.663466452093	5
EFG2_BURXL	MF	0005525	GTP binding	6.05206448852	0.661905707813	6
EFTU_SHIFL	MF	0003746	translation elongation factor activity	7.87229744212	0.712096565847	1
EFTU_SHIFL	BP	0006414	translational elongation	7.46993590957	0.701548784273	1
EFTU_SHIFL	CC	0005737	cytoplasm	1.3010940684	0.470323121236	1
EFTU_SHIFL	MF	0005525	GTP binding	5.96208158379	0.659240272063	5
EFTU_SHIFL	CC	0005886	plasma membrane	0.0158017496355	0.322952367508	6
EFTU_SHIFL	MF	0003924	GTPase activity	5.51678526755	0.645743405547	12
EFTU_SHIFL	BP	0046677	response to antibiotic	0.0497333295073	0.337081009486	27
EFTU_SHIFL	MF	0005515	protein binding	0.0284067335068	0.329172439576	34
EFTS_RHOP2	MF	0003746	translation elongation factor activity	7.87227247676	0.71209591986	1
EFTS_RHOP2	BP	0006414	translational elongation	7.46991222022	0.701548155011	1
EFTS_RHOP2	CC	0005737	cytoplasm	1.5827392068	0.487371711019	1
SYD_HELHP	MF	0004815	aspartate-tRNA ligase activity	11.1996730097	0.790625049828	1
SYD_HELHP	BP	0006422	aspartyl-tRNA aminoacylation	11.0175119106	0.786657097998	1
SYD_HELHP	CC	0005737	cytoplasm	1.59714397054	0.488201090505	1
SYD_HELHP	MF	0050560	aspartate-tRNA(Asn) ligase activity	11.0125468297	0.786548487922	2
SYD_HELHP	MF	0005524	ATP binding	2.95947285452	0.554489280336	8
SYD_HELHP	MF	0003676	nucleic acid binding	1.91827109269	0.505804416108	21
SYA_AZOSE	MF	0004813	alanine-tRNA ligase activity	10.578294595	0.776952695152	1
SYA_AZOSE	BP	0006419	alanyl-tRNA aminoacylation	10.3362563636	0.771518708241	1
SYA_AZOSE	CC	0005737	cytoplasm	1.56162913129	0.486149412896	1
SYA_AZOSE	MF	0000049	tRNA binding	6.57791463601	0.677100909488	2
SYA_AZOSE	MF	0008270	zinc ion binding	4.68666867971	0.619039344087	7
SYA_AZOSE	MF	0005524	ATP binding	2.89366463396	0.551696451846	11
SYA_SHEON	MF	0004813	alanine-tRNA ligase activity	10.7383442116	0.780511875164	1
SYA_SHEON	BP	0006419	alanyl-tRNA aminoacylation	10.5256143017	0.775775309635	1
SYA_SHEON	CC	0005737	cytoplasm	1.59023783275	0.48780392633	1
SYA_SHEON	MF	0000049	tRNA binding	6.72731005844	0.681306090039	2
SYA_SHEON	MF	0008270	zinc ion binding	5.04900537968	0.630964283028	6
SYA_SHEON	MF	0005524	ATP binding	2.9466759322	0.55394864402	11
SYA_SHEON	MF	0016597	amino acid binding	0.0635478753212	0.341303038089	32
SYA_SHEON	MF	0002161	aminoacyl-tRNA editing activity	0.0559317785303	0.339039655269	33
SYA_SHEON	BP	0106074	aminoacyl-tRNA metabolism involved in translational fidelity	0.054466852809	0.338586971485	43
SYA_SHEON	BP	0045892	negative regulation of transcription, DNA-templated	0.0511148017834	0.337527662277	45
SYA_SHEON	BP	0006400	tRNA modification	0.0419052355216	0.334423555587	56
FOCB_ECOLI	MF	0022857	transmembrane transporter activity	3.27421454449	0.567436362558	1
FOCB_ECOLI	BP	0055085	transmembrane transport	2.73835754019	0.54497671871	1
FOCB_ECOLI	CC	0016021	integral component of membrane	0.750800627322	0.430513988323	1
FOCB_ECOLI	BP	0015724	formate transport	1.16485237846	0.461411930909	5
FOCB_ECOLI	CC	0005886	plasma membrane	0.0149125463432	0.322431379277	5
GLDH_CYTJO	BP	0071976	cell gliding	13.190823783	0.832054402134	1
GLDH_CYTJO	CC	0005886	plasma membrane	2.88385458645	0.551277415025	1
GLDH_CYTJO	BP	0006032	chitin catabolic process	7.83346719714	0.711090578454	2
EFTS_RHOPA	MF	0003746	translation elongation factor activity	7.87227183324	0.712095903208	1
EFTS_RHOPA	BP	0006414	translational elongation	7.46991160959	0.70154813879	1
EFTS_RHOPA	CC	0005737	cytoplasm	1.57696089632	0.487037954512	1
METK_BUCAI	MF	0004478	methionine adenosyltransferase activity	11.1147234449	0.788778670236	1
METK_BUCAI	BP	0006556	S-adenosylmethionine biosynthetic process	10.9449986206	0.785068445798	1
METK_BUCAI	CC	0005737	cytoplasm	1.5558368299	0.485812589618	1
METK_BUCAI	BP	0006730	one-carbon metabolic process	8.22770067896	0.721191227426	3
METK_BUCAI	MF	0000287	magnesium ion binding	5.43732637914	0.643278454046	3
METK_BUCAI	MF	0005524	ATP binding	2.94411662012	0.553840379037	4
ARGK_ECOLI	MF	0003924	GTPase activity	6.74953197811	0.681927587374	1
ARGK_ECOLI	BP	0016310	phosphorylation	1.18208221769	0.462566673744	1
ARGK_ECOLI	MF	0005525	GTP binding	6.05198474389	0.661903354456	2
ARGK_ECOLI	MF	0016740	transferase activity	1.56838211997	0.486541312607	24
DCRB_ECOLI	CC	0042597	periplasmic space	7.04545378758	0.690108334136	1
RF1_PHOPR	MF	0016149	translation release factor activity, codon specific	10.1170493012	0.766542132226	1
RF1_PHOPR	BP	0006415	translational termination	9.10506709656	0.742835246014	1
RF1_PHOPR	CC	0005737	cytoplasm	1.57096414732	0.486690933721	1
RF1_PHOPR	MF	0043022	ribosome binding	0.046161596341	0.33589658286	12
SYA_CHLPN	MF	0004813	alanine-tRNA ligase activity	10.603312273	0.777510804427	1
SYA_CHLPN	BP	0006419	alanyl-tRNA aminoacylation	10.3932573874	0.772804113665	1
SYA_CHLPN	CC	0005737	cytoplasm	1.56830266283	0.48653670634	1
SYA_CHLPN	MF	0000049	tRNA binding	6.86218707167	0.685062674982	2
SYA_CHLPN	MF	0008270	zinc ion binding	4.85165937234	0.624524527848	6
SYA_CHLPN	CC	0016021	integral component of membrane	0.00828040062513	0.317912721809	8
SYA_CHLPN	MF	0005524	ATP binding	2.90962223418	0.552376567217	11
SYA_CHLPN	MF	0016597	amino acid binding	0.101047399835	0.350856108725	32
SYA_CHLPN	MF	0002161	aminoacyl-tRNA editing activity	0.088937053522	0.34800200292	33
SYA_CHLPN	BP	0106074	aminoacyl-tRNA metabolism involved in translational fidelity	0.0866076769008	0.347431172654	43
SYA_CHLPN	BP	0006400	tRNA modification	0.0666334644162	0.342181141867	45
CHEB1_PSEU2	BP	0018277	protein deamination	11.8334930553	0.804185742965	1
CHEB1_PSEU2	MF	0050568	protein-glutamine glutaminase activity	11.3225677241	0.793283819042	1
CHEB1_PSEU2	CC	0005737	cytoplasm	1.56039036517	0.486077431023	1
CHEB1_PSEU2	BP	0006482	protein demethylation	11.4594739782	0.796228786808	2
CHEB1_PSEU2	MF	0008984	protein-glutamate methylesterase activity	11.184288965	0.790291198048	2
CHEB1_PSEU2	MF	0000156	phosphorelay response regulator activity	10.5241605351	0.775742776749	4
CHEB1_PSEU2	BP	0006935	chemotaxis	7.63238920081	0.705840831649	5
CHEB1_PSEU2	BP	0000160	phosphorelay signal transduction system	5.09727836919	0.632520261346	10
CHEB1_PSEU2	MF	0008168	methyltransferase activity	0.0772444348563	0.345055266197	13
CHEB1_PSEU2	BP	0032259	methylation	0.0737025811488	0.344119214432	34
ALGF_PSEAE	BP	0042121	alginic acid biosynthetic process	11.444120565	0.795899401095	1
ALGF_PSEAE	MF	0016740	transferase activity	2.01379180841	0.510750608464	1
ALGF_PSEAE	CC	0042597	periplasmic space	0.0792370713395	0.34557246438	1
ALGF_PSEAE	BP	0051979	alginic acid acetylation	0.17090456653	0.364726559225	31
SYR_VIBF1	MF	0004814	arginine-tRNA ligase activity	10.560738478	0.776560648669	1
SYR_VIBF1	BP	0006420	arginyl-tRNA aminoacylation	10.3354258599	0.771499953751	1
SYR_VIBF1	CC	0005737	cytoplasm	1.58173077021	0.487313507435	1
SYR_VIBF1	MF	0005524	ATP binding	2.93091253134	0.553281065519	7
SYA_LEPIN	MF	0004813	alanine-tRNA ligase activity	10.7035373194	0.779740109303	1
SYA_LEPIN	BP	0006419	alanyl-tRNA aminoacylation	10.4517373778	0.77411921265	1
SYA_LEPIN	CC	0005737	cytoplasm	1.57907631038	0.487160212142	1
SYA_LEPIN	MF	0000049	tRNA binding	6.81128501041	0.683649329496	2
SYA_LEPIN	MF	0008270	zinc ion binding	5.01158932939	0.629753131496	6
SYA_LEPIN	MF	0005524	ATP binding	2.92599387531	0.553072393621	11
SYA_LEPIN	MF	0016597	amino acid binding	0.241550650185	0.376062609397	32
SYA_LEPIN	MF	0002161	aminoacyl-tRNA editing activity	0.212601245938	0.371649836237	33
SYA_LEPIN	BP	0106074	aminoacyl-tRNA metabolism involved in translational fidelity	0.179311842926	0.366185272683	43
SYA_LEPIN	BP	0006400	tRNA modification	0.159285213475	0.362650121027	45
SYD_PELUB	MF	0050560	aspartate-tRNA(Asn) ligase activity	10.7682568208	0.781174122365	1
SYD_PELUB	BP	0006422	aspartyl-tRNA aminoacylation	10.3659210227	0.772188104189	1
SYD_PELUB	CC	0005737	cytoplasm	1.57331917737	0.486827293807	1
SYD_PELUB	MF	0004815	aspartate-tRNA ligase activity	10.7079102397	0.779837137993	2
SYD_PELUB	MF	0005524	ATP binding	2.91532603373	0.552619211402	8
SYD_PELUB	MF	0003676	nucleic acid binding	2.00086751323	0.510088339046	21
RF3_HAEDU	BP	0006449	regulation of translational termination	11.3500370352	0.793876128623	1
RF3_HAEDU	MF	0016149	translation release factor activity, codon specific	9.95300056996	0.762782426138	1
RF3_HAEDU	CC	0005737	cytoplasm	1.59714492688	0.488201145444	1
RF3_HAEDU	BP	0006415	translational termination	9.10509157512	0.742835834967	2
RF3_HAEDU	MF	0005525	GTP binding	6.05205639409	0.661905468937	7
RF3_HAEDU	MF	0003924	GTPase activity	6.00663653465	0.660562555385	10
RF3_HAEDU	MF	0016150	translation release factor activity, codon nonspecific	0.102701241626	0.351232294004	36
OMPC_KLEPN	CC	0046930	pore complex	10.7052248935	0.779777556446	1
OMPC_KLEPN	MF	0015288	porin activity	9.74890315787	0.75806135172	1
OMPC_KLEPN	BP	0034220	ion transmembrane transport	4.23039071187	0.603346105941	1
OMPC_KLEPN	CC	0009279	cell outer membrane	6.49418367404	0.674723153555	2
SYM_BRUME	MF	0004825	methionine-tRNA ligase activity	11.0278678363	0.786883552921	1
SYM_BRUME	BP	0006431	methionyl-tRNA aminoacylation	10.8404708314	0.782769116507	1
SYM_BRUME	CC	0005737	cytoplasm	1.55059010547	0.485506950135	1
SYM_BRUME	MF	0005524	ATP binding	2.95947330399	0.554489299305	7
SYM_BRUME	MF	0016757	transferase activity, transferring glycosyl groups	0.137014179349	0.35844639917	25
MGTA_THEMA	BP	0005975	carbohydrate metabolic process	4.17231375677	0.601289038615	1
MGTA_THEMA	MF	0004556	alpha-amylase activity	3.33329781249	0.569796305355	1
MGTA_THEMA	CC	0005737	cytoplasm	0.0710003459562	0.343389832434	1
MGTA_THEMA	MF	0103025	alpha-amylase activity (releasing maltohexaose)	3.13839582948	0.561929323384	3
MGTA_THEMA	BP	0006112	energy reserve metabolic process	0.698959633821	0.426092725969	5
MGTA_THEMA	MF	0043169	cation binding	1.33912547725	0.472726295567	6
MGTA_THEMA	CC	0016021	integral component of membrane	0.010693358916	0.319714943016	6
MGTA_THEMA	MF	0102500	beta-maltose 4-alpha-glucanotransferase activity	0.933579033051	0.444994989565	7
MGTA_THEMA	MF	0004134	4-alpha-glucanotransferase activity	0.884649895697	0.441269063616	8
MGTA_THEMA	MF	0047471	maltose alpha-D-glucosyltransferase activity	0.587802276499	0.416022319898	14
MGTA_THEMA	MF	0043896	glucan 1,6-alpha-glucosidase activity	0.413423307444	0.398060699054	18
MGTA_THEMA	BP	1901575	organic substance catabolic process	0.166197567734	0.363894171744	18
MGTA_THEMA	BP	0044260	cellular macromolecule metabolic process	0.146989030071	0.36036844349	20
MGTA_THEMA	MF	2001070	starch binding	0.0821578713242	0.34631895827	23
MGTA_THEMA	MF	0004574	oligo-1,6-glucosidase activity	0.0613535567756	0.340665531994	25
MGTA_THEMA	BP	0016310	phosphorylation	0.0127806021352	0.321115052423	26
MGTA_THEMA	MF	0008788	alpha,alpha-phosphotrehalase activity	0.0524147975326	0.337942491979	27
MGTA_THEMA	MF	0016301	kinase activity	0.0157245478808	0.322907725612	31
SACB_ZYMMO	MF	0050053	levansucrase activity	14.4793286773	0.847715414714	1
SACB_ZYMMO	BP	0009758	carbohydrate utilization	14.2632437893	0.846406965288	1
SACB_ZYMMO	CC	0005576	extracellular region	0.235273024807	0.375129188501	1
SACB_ZYMMO	BP	0008152	metabolic process	0.0168402130813	0.323542581723	2
SACB_ZYMMO	CC	0016021	integral component of membrane	0.00395783340307	0.313834722763	2
SACB_ZYMMO	MF	0016787	hydrolase activity	0.589142841927	0.416149190675	6
IF1_RICCN	MF	0043022	ribosome binding	8.9886200342	0.740024517717	1
IF1_RICCN	BP	0006413	translational initiation	8.09425339812	0.717799828326	1
IF1_RICCN	CC	0005737	cytoplasm	1.55407445326	0.485709982767	1
IF1_RICCN	MF	0003743	translation initiation factor activity	8.52214824388	0.728578275348	3
IF1_RICCN	MF	0019843	rRNA binding	5.99257081212	0.660145650043	8
METK_DEHE1	MF	0004478	methionine adenosyltransferase activity	10.2797284829	0.770240467407	1
METK_DEHE1	BP	0006556	S-adenosylmethionine biosynthetic process	10.1227542569	0.766672329158	1
METK_DEHE1	CC	0005737	cytoplasm	1.45783312662	0.480015584367	1
METK_DEHE1	BP	0006730	one-carbon metabolic process	7.49206351821	0.702136126739	3
METK_DEHE1	MF	0000287	magnesium ion binding	5.05625578663	0.631198457883	3
METK_DEHE1	MF	0005524	ATP binding	2.72293949794	0.544299337129	4
METK_DEHE1	MF	0004013	adenosylhomocysteinase activity	0.053333702304	0.338232619627	25
SYE_PSEHT	MF	0004818	glutamate-tRNA ligase activity	10.9525504655	0.785234139855	1
SYE_PSEHT	BP	0006424	glutamyl-tRNA aminoacylation	10.4202191553	0.773410888779	1
SYE_PSEHT	CC	0005737	cytoplasm	1.56678003402	0.486448414377	1
SYE_PSEHT	MF	0000049	tRNA binding	6.30320130765	0.669241692125	4
SYE_PSEHT	MF	0008270	zinc ion binding	4.58034674609	0.615453332503	8
SYE_PSEHT	MF	0005524	ATP binding	2.92811801482	0.553162530839	11
SYM_XANAC	MF	0004825	methionine-tRNA ligase activity	10.9217440153	0.784557860148	1
SYM_XANAC	BP	0006431	methionyl-tRNA aminoacylation	10.7361503769	0.780463268698	1
SYM_XANAC	CC	0005737	cytoplasm	1.55145796053	0.485557541287	1
SYM_XANAC	MF	0000049	tRNA binding	7.01806696403	0.68935853237	2
SYM_XANAC	MF	0005524	ATP binding	2.93099358156	0.553284502574	9
SYM_XANAC	MF	0046872	metal ion binding	2.35189795926	0.527377252433	21
OSPB1_BORBU	CC	0009279	cell outer membrane	6.48631052997	0.674498789013	1
