qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank
SYL_MYCBO	BP	0106074	aminoacyl-tRNA metabolism involved in translational fidelity	7.94634344234	0.714008046157	2
SYL_MYCBO	CC	0005618	cell wall	0.0513099549925	0.337590269587	6
SYL_MYCBO	CC	0005886	plasma membrane	0.0166545334041	0.323438414926	9
SYL_MYCBO	MF	0005524	ATP binding	2.8685288163	0.550621344692	10
SYG_CLOTE	MF	0004820	glycine-tRNA ligase activity	10.5187198318	0.77562100289	1
SYG_CLOTE	BP	0006426	glycyl-tRNA aminoacylation	10.3026890031	0.77076008664	1
SYG_CLOTE	CC	0005737	cytoplasm	1.57456132509	0.486899175079	1
SYG_CLOTE	MF	0005524	ATP binding	2.9176277063	0.552717059165	7
SYG_CLOTE	MF	0046983	protein dimerization activity	0.110647112168	0.352998835304	25
SYA_TROW8	MF	0004813	alanine-tRNA ligase activity	10.223564436	0.7689669684	1
SYA_TROW8	BP	0006419	alanyl-tRNA aminoacylation	9.98613899355	0.763544383039	1
SYA_TROW8	CC	0005737	cytoplasm	1.50873246685	0.483049844261	1
SYA_TROW8	MF	0000049	tRNA binding	5.98131822591	0.659811773122	4
SYA_TROW8	MF	0008270	zinc ion binding	4.73327174977	0.620598334328	6
SYA_TROW8	CC	0016021	integral component of membrane	0.00267723888347	0.312212944461	8
SYA_TROW8	MF	0005524	ATP binding	2.79564827139	0.547477190715	11
SYA_TROW8	MF	0016597	amino acid binding	0.054811638398	0.338694057787	32
SYA_TROW8	MF	0002161	aminoacyl-tRNA editing activity	0.0482425636461	0.336592003685	33
SYA_TROW8	BP	0106074	aminoacyl-tRNA metabolism involved in translational fidelity	0.0469790284215	0.336171586159	43
SYA_TROW8	BP	0006400	tRNA modification	0.0361443180402	0.332304928962	45
IF1_CLOP1	MF	0043022	ribosome binding	9.15725880456	0.744089182465	1
IF1_CLOP1	BP	0006413	translational initiation	8.13049936469	0.718723723144	1
IF1_CLOP1	CC	0005737	cytoplasm	1.58323100943	0.487400089494	1
IF1_CLOP1	MF	0003743	translation initiation factor activity	8.56031031827	0.729526276085	3
IF1_CLOP1	MF	0019843	rRNA binding	6.10499961312	0.663464478514	8
GSHR_STRTR	MF	0004362	glutathione-disulfide reductase activity	12.7989806023	0.82416262618	1
GSHR_STRTR	BP	0006749	glutathione metabolic process	8.63894816785	0.731473112767	1
GSHR_STRTR	CC	0005623	cell	0.723079457835	0.428169482597	1
GSHR_STRTR	BP	0098869	cellular oxidant detoxification	7.0419423209	0.690012278067	2
GSHR_STRTR	BP	0045454	cell redox homeostasis	6.10935035915	0.66359229303	8
GSHR_STRTR	MF	0050661	NADP binding	6.46067096837	0.67376718149	9
GSHR_STRTR	MF	0050660	flavin adenine dinucleotide binding	5.40826381453	0.642372389058	10
GSHR_STRTR	MF	0009055	electron transfer activity	4.19754485679	0.602184463657	11
GSHR_STRTR	BP	0022900	electron transport chain	3.84000613397	0.589232955776	16
SYW1_STRAW	MF	0004830	tryptophan-tRNA ligase activity	10.7780233951	0.781390149217	1
SYW1_STRAW	BP	0006436	tryptophanyl-tRNA aminoacylation	10.5907963417	0.77723167397	1
SYW1_STRAW	CC	0005737	cytoplasm	1.55225143559	0.485603784113	1
SYW1_STRAW	MF	0005524	ATP binding	2.87628796887	0.550953719361	7
CITR_BACSU	MF	0003700	DNA-binding transcription factor activity	4.72405407735	0.620290590916	1
CITR_BACSU	BP	0006355	regulation of transcription, DNA-templated	3.62643301364	0.581207201143	1
CITR_BACSU	CC	0005737	cytoplasm	0.0957339195812	0.349626184524	1
CITR_BACSU	MF	0003677	DNA binding	3.1166780174	0.561037760207	3
COMEA_BACSU	BP	0006281	DNA repair	5.106577033	0.632819136671	1
COMEA_BACSU	MF	0003677	DNA binding	2.96365147001	0.554665562605	1
COMEA_BACSU	CC	0016021	integral component of membrane	0.455797604479	0.402728562813	1
COMEA_BACSU	CC	0005886	plasma membrane	0.031108331762	0.330309728676	5
COMEA_BACSU	MF	0016788	hydrolase activity, acting on ester bonds	0.00908220168827	0.318537645084	6
COMEA_BACSU	CC	0005840	ribosome	0.0189045003329	0.324664076154	7
COMEA_BACSU	MF	0000166	nucleotide binding	0.00759587157423	0.317354803998	7
COMEA_BACSU	MF	0046872	metal ion binding	0.00543777769832	0.315407235158	10
COMEA_BACSU	MF	0003735	structural constituent of ribosome	0.00442280789471	0.314356409051	13
COMEA_BACSU	BP	0030420	establishment of competence for transformation	0.127210855241	0.356487947917	22
COMEA_BACSU	BP	0009166	nucleotide catabolic process	0.0184008747553	0.324396354447	32
COMEA_BACSU	BP	0006412	translation	0.00368515825918	0.313514439233	60
SYE_STAAR	MF	0004818	glutamate-tRNA ligase activity	10.9640356929	0.78548602629	1
SYE_STAAR	BP	0006424	glutamyl-tRNA aminoacylation	10.4311461615	0.773656577701	1
SYE_STAAR	CC	0005737	cytoplasm	1.57392619649	0.486862424659	1
SYE_STAAR	MF	0000049	tRNA binding	6.381222893	0.671490917966	4
SYE_STAAR	MF	0008270	zinc ion binding	4.62590737269	0.616995037064	8
SYE_STAAR	MF	0005524	ATP binding	2.93118854177	0.553292769955	11
IF1_STAEQ	MF	0043022	ribosome binding	9.14538366085	0.743804189842	1
IF1_STAEQ	BP	0006413	translational initiation	8.1083300025	0.718158880393	1
IF1_STAEQ	CC	0005737	cytoplasm	1.58117787364	0.48728158822	1
IF1_STAEQ	MF	0003743	translation initiation factor activity	8.53696899427	0.728946695668	3
IF1_STAEQ	MF	0019843	rRNA binding	6.09708264263	0.663231779955	8
IF2_MYCHJ	MF	0003743	translation initiation factor activity	7.44790903922	0.700963251122	1
IF2_MYCHJ	BP	0006413	translational initiation	7.0739514644	0.690887003512	1
IF2_MYCHJ	CC	0005737	cytoplasm	1.27988709786	0.468967802322	1
IF2_MYCHJ	MF	0003924	GTPase activity	5.80140390572	0.65443022546	5
IF2_MYCHJ	MF	0005525	GTP binding	4.86019442077	0.624805722193	6
IF2_MYCHJ	CC	0043231	intracellular membrane-bounded organelle	0.0323107658732	0.330799984087	14
IF2_MYCHJ	CC	0031967	organelle envelope	0.0255566376301	0.327912315986	16
ATP6_STRLI	MF	0046933	proton-transporting ATP synthase activity, rotational mechanism	8.15268036224	0.719288092188	1
ATP6_STRLI	BP	0015985	energy coupled proton transport, down electrochemical gradient	7.61299680894	0.705330897763	1
ATP6_STRLI	CC	0045263	proton-transporting ATP synthase complex, coupling factor F(o)	7.41315840042	0.700037722817	1
ATP6_STRLI	BP	0006754	ATP biosynthetic process	7.60499054755	0.705120179204	3
ATP6_STRLI	CC	0005886	plasma membrane	2.88909649188	0.551501411872	6
ATP6_STRLI	CC	0016021	integral component of membrane	0.730542643895	0.428805035284	13
ATP6_STRLI	MF	0016787	hydrolase activity	0.250661005482	0.377395914638	18
CTPC_MYCBO	MF	0019829	ATPase-coupled cation transmembrane transporter activity	6.08646982025	0.662919606776	1
CTPC_MYCBO	BP	0098655	cation transmembrane transport	3.69823122315	0.583931009751	1
CTPC_MYCBO	CC	0005886	plasma membrane	2.36002916297	0.527761850714	1
CTPC_MYCBO	CC	0016021	integral component of membrane	0.713905924761	0.427383768967	3
CTPC_MYCBO	BP	0015691	cadmium ion transport	0.258005457298	0.37845323299	10
CTPC_MYCBO	MF	0005524	ATP binding	2.73137443203	0.544670157323	13
CTPC_MYCBO	BP	0098660	inorganic ion transmembrane transport	0.0924391665589	0.348846332193	16
CTPC_MYCBO	MF	0046872	metal ion binding	2.20946371116	0.520529126396	26
CTPC_MYCBO	MF	0016787	hydrolase activity	0.832620710123	0.437192172359	32
CTPC_MYCBO	MF	0015086	cadmium ion transmembrane transporter activity	0.263028599907	0.379167727862	35
CTPC_MYCBO	MF	0015662	ion transmembrane transporter activity, phosphorylative mechanism	0.200382042925	0.369697404766	37
METK_CLOAB	MF	0004478	methionine adenosyltransferase activity	10.8221785865	0.782365598537	1
METK_CLOAB	BP	0006556	S-adenosylmethionine biosynthetic process	10.600038577	0.777437810334	1
METK_CLOAB	CC	0005737	cytoplasm	1.53073123779	0.484345394919	1
METK_CLOAB	BP	0006730	one-carbon metabolic process	7.92670533877	0.713501963945	3
METK_CLOAB	MF	0000287	magnesium ion binding	5.3495875523	0.640535626979	3
METK_CLOAB	MF	0005524	ATP binding	2.8666260569	0.550539768595	4
SYC_LACPL	MF	0004817	cysteine-tRNA ligase activity	11.1337561973	0.789192958935	1
SYC_LACPL	BP	0006423	cysteinyl-tRNA aminoacylation	10.9257420365	0.784645680661	1
SYC_LACPL	CC	0005737	cytoplasm	1.57841728173	0.487122133217	1
SYC_LACPL	MF	0008270	zinc ion binding	5.0095344719	0.629686485338	5
SYC_LACPL	MF	0005524	ATP binding	2.93623675359	0.553506746141	9
EFP_STRP3	MF	0003746	translation elongation factor activity	7.87224637291	0.712095244413	1
EFP_STRP3	BP	0006414	translational elongation	7.46988745056	0.701547497051	1
EFP_STRP3	CC	0005737	cytoplasm	1.59713197197	0.488200401227	1
CSP_STROR	MF	0005186	pheromone activity	16.3810307727	0.858833774696	1
CSP_STROR	BP	0030420	establishment of competence for transformation	0.665367347021	0.423139716278	1
CSP_STROR	CC	0005576	extracellular region	0.353131962428	0.390984965603	1
AROP_CORGL	BP	0006865	amino acid transport	7.35396987275	0.698456321836	1
AROP_CORGL	MF	0022857	transmembrane transporter activity	3.46589322128	0.57501752703	1
AROP_CORGL	CC	0016021	integral component of membrane	0.821357778406	0.43629300474	1
AROP_CORGL	BP	0055085	transmembrane transport	2.89866614023	0.551909818133	9
EFG_BACHK	MF	0003746	translation elongation factor activity	7.8723210283	0.712097176147	1
EFG_BACHK	BP	0006414	translational elongation	7.46995829023	0.701549378772	1
EFG_BACHK	CC	0005737	cytoplasm	1.58386866835	0.487436877749	1
EFG_BACHK	MF	0003924	GTPase activity	6.49028567049	0.674612087397	5
EFG_BACHK	MF	0005525	GTP binding	6.02384666921	0.661071997049	6
METK_STRR6	MF	0004478	methionine adenosyltransferase activity	10.8450109188	0.782869215865	1
METK_STRR6	BP	0006556	S-adenosylmethionine biosynthetic process	10.6794046775	0.779204284483	1
METK_STRR6	CC	0005737	cytoplasm	1.55030107053	0.485490097854	1
METK_STRR6	BP	0006730	one-carbon metabolic process	7.98805902153	0.715081003304	3
METK_STRR6	MF	0000287	magnesium ion binding	5.39099402365	0.641832826406	3
METK_STRR6	MF	0005524	ATP binding	2.87267398507	0.550798964919	4
ESXA_MYCBO	BP	0044315	protein secretion by the type VII secretion system	7.43858385977	0.700715102059	1
ESXA_MYCBO	CC	0005576	extracellular region	4.17301881908	0.601314097243	1
ESXA_MYCBO	MF	0005515	protein binding	1.72827749104	0.495585681691	1
ESXA_MYCBO	BP	0052083	negative regulation by symbiont of host cell-mediated immune response	7.4076007582	0.699889502757	2
ESXA_MYCBO	CC	0033644	host cell membrane	3.35606867735	0.570700244675	2
ESXA_MYCBO	MF	0046812	host cell surface binding	1.51818795089	0.48360784582	3
ESXA_MYCBO	BP	0009405	pathogenesis	4.27102542779	0.604776990013	6
ESXA_MYCBO	CC	0044228	host cell surface	1.84584773256	0.501971593443	6
ESXA_MYCBO	CC	0044165	host cell endoplasmic reticulum	1.79053392504	0.498993330722	7
ESXA_MYCBO	CC	0005618	cell wall	1.48093678721	0.481399319529	8
ESXA_MYCBO	BP	0052027	modulation by symbiont of host signal transduction pathway	3.09865314671	0.56029543861	9
ESXA_MYCBO	CC	0016021	integral component of membrane	0.684193936725	0.424803655797	17
ESXA_MYCBO	CC	0005886	plasma membrane	0.480692512701	0.405370052513	21
ESXA_MYCBO	CC	0005737	cytoplasm	0.265734377883	0.379549773001	23
ESXA_MYCBO	BP	0044764	multi-organism cellular process	1.17090414883	0.461818487155	49
CH10_MYCLE	BP	0006457	protein folding	6.92531680352	0.686808271543	1
CH10_MYCLE	MF	0005524	ATP binding	2.85654079078	0.550106935015	1
CH10_MYCLE	CC	0005737	cytoplasm	1.56703696462	0.486463315899	1
CH10_MYCLE	CC	0005618	cell wall	0.0352420284321	0.331958193174	6
CH10_MYCLE	BP	0034605	cellular response to heat	0.0428438785272	0.33475460372	7
CH10_MYCLE	CC	0005576	extracellular region	0.0248264559872	0.327578312102	8
CH10_MYCLE	BP	0046677	response to antibiotic	0.0360026187859	0.332250764998	10
CH10_MYCLE	CC	0005886	plasma membrane	0.0114390967569	0.32022967915	10
CH10_MYCLE	BP	0006355	regulation of transcription, DNA-templated	0.0143598801477	0.322099710559	16
CH10_MYCLE	MF	0035375	zymogen binding	0.082437099886	0.346389623102	18
CH10_MYCLE	MF	0051087	chaperone binding	0.0417632676389	0.33437316367	19
CH10_MYCLE	MF	0051082	unfolded protein binding	0.0319627045106	0.330659024976	20
CH10_MYCLE	MF	0046872	metal ion binding	0.0107093037533	0.319726133215	23
LEU3_LACLA	MF	0003862	3-isopropylmalate dehydrogenase activity	11.6005466796	0.799245033003	1
LEU3_LACLA	BP	0009098	leucine biosynthetic process	8.97346174396	0.739657300073	1
LEU3_LACLA	CC	0005737	cytoplasm	1.4906109031	0.481975518035	1
LEU3_LACLA	MF	0051287	NAD binding	5.97920635591	0.659749076565	3
LEU3_LACLA	MF	0000287	magnesium ion binding	4.91003524271	0.626442862273	5
LEU3_LACLA	BP	0055114	oxidation-reduction process	2.49642864116	0.53411731604	16
SYK_ENTFA	MF	0004824	lysine-tRNA ligase activity	10.7616822527	0.781028644322	1
SYK_ENTFA	BP	0006430	lysyl-tRNA aminoacylation	10.5598470023	0.776540732392	1
SYK_ENTFA	CC	0005737	cytoplasm	1.57404806447	0.486869476875	1
SYK_ENTFA	MF	0000287	magnesium ion binding	5.4410745157	0.643395130844	5
SYK_ENTFA	MF	0005524	ATP binding	2.91667664558	0.552676632742	8
SYK_ENTFA	MF	0003676	nucleic acid binding	1.93929239024	0.506903311138	23
CH601_STRAL	BP	0042026	protein refolding	10.0425639549	0.764838867696	1
CH601_STRAL	MF	0051082	unfolded protein binding	8.01488971101	0.715769629592	1
CH601_STRAL	CC	0005737	cytoplasm	1.59714503985	0.488201151933	1
CH601_STRAL	MF	0005524	ATP binding	2.95947483593	0.554489363955	3
SYD_BACCZ	MF	0050560	aspartate-tRNA(Asn) ligase activity	11.6574138392	0.800455708255	1
SYD_BACCZ	BP	0006422	aspartyl-tRNA aminoacylation	11.0175270775	0.786657429734	1
SYD_BACCZ	CC	0005737	cytoplasm	1.5971461692	0.488201216811	1
SYD_BACCZ	MF	0004815	aspartate-tRNA ligase activity	11.1996884274	0.790625384295	2
SYD_BACCZ	MF	0005524	ATP binding	2.95947692859	0.554489452268	8
SYD_BACCZ	MF	0003676	nucleic acid binding	2.0306002171	0.511608737372	21
SYD_BACCZ	MF	0016757	transferase activity, transferring glycosyl groups	0.0294067601962	0.329599475928	27
SYS1_LACPL	MF	0004828	serine-tRNA ligase activity	11.130033987	0.789111964911	1
SYS1_LACPL	BP	0016260	selenocysteine biosynthetic process	10.9650819047	0.785508964558	1
SYS1_LACPL	CC	0005737	cytoplasm	1.58827978617	0.48769116444	1
SYS1_LACPL	BP	0006434	seryl-tRNA aminoacylation	10.9165705289	0.784444195508	3
SYS1_LACPL	BP	0097056	selenocysteinyl-tRNA(Sec) biosynthetic process	10.7155633937	0.780006902592	4
SYS1_LACPL	MF	0005524	ATP binding	2.95056688912	0.554113150708	7
SYS_MYCGE	MF	0004828	serine-tRNA ligase activity	11.1284116709	0.78907665963	1
SYS_MYCGE	BP	0006434	seryl-tRNA aminoacylation	10.9149793273	0.784409230426	1
SYS_MYCGE	CC	0005737	cytoplasm	1.42887937402	0.478265898142	1
SYS_MYCGE	BP	0016260	selenocysteine biosynthetic process	9.86462177788	0.760744093842	2
SYS_MYCGE	BP	0097056	selenocysteinyl-tRNA(Sec) biosynthetic process	9.29433421864	0.747365584957	4
SYS_MYCGE	MF	0005524	ATP binding	2.95013681387	0.554094972789	7
EFTS_UREPA	MF	0003746	translation elongation factor activity	7.87213853884	0.712092454152	1
EFTS_UREPA	BP	0006414	translational elongation	7.469785128	0.701544779032	1
EFTS_UREPA	CC	0005737	cytoplasm	1.59711009445	0.488199144428	1
SYFA_MYCGA	MF	0004826	phenylalanine-tRNA ligase activity	7.76903633158	0.70941583085	1
SYFA_MYCGA	BP	0006432	phenylalanyl-tRNA aminoacylation	7.39859176849	0.699649118493	1
SYFA_MYCGA	CC	0005737	cytoplasm	1.17637684424	0.462185237601	1
SYFA_MYCGA	MF	0000049	tRNA binding	6.18417378967	0.665783346853	2
SYFA_MYCGA	MF	0000287	magnesium ion binding	4.05796371571	0.597196515085	8
SYFA_MYCGA	MF	0005524	ATP binding	2.65392214217	0.541243329393	10
KAD_CORGL	MF	0004017	adenylate kinase activity	10.8906896175	0.783875171345	1
KAD_CORGL	BP	0044209	AMP salvage	9.9451140236	0.762600902777	1
KAD_CORGL	CC	0005737	cytoplasm	1.59712845611	0.488200199251	1
KAD_CORGL	BP	0046940	nucleoside monophosphate phosphorylation	9.04576112753	0.741406015166	3
KAD_CORGL	MF	0005524	ATP binding	2.95944410662	0.554488067124	7
KAD_CORGL	BP	0016310	phosphorylation	3.50543776079	0.576555263933	38
KAD_UREPA	MF	0004017	adenylate kinase activity	10.6163390454	0.777801152766	1
KAD_UREPA	BP	0044209	AMP salvage	9.04737628208	0.741445001174	1
KAD_UREPA	CC	0005737	cytoplasm	1.54690882428	0.485292194235	1
KAD_UREPA	BP	0046940	nucleoside monophosphate phosphorylation	8.8178866928	0.735870335088	2
KAD_UREPA	MF	0008270	zinc ion binding	3.87661956175	0.590586210379	6
KAD_UREPA	MF	0005524	ATP binding	2.88923406794	0.551507288028	9
KAD_UREPA	BP	0016310	phosphorylation	3.42227453421	0.573311151846	38
SYFA_BIFLO	MF	0004826	phenylalanine-tRNA ligase activity	9.55955732867	0.753637110899	1
SYFA_BIFLO	BP	0006432	phenylalanyl-tRNA aminoacylation	9.53585956485	0.753080316963	1
SYFA_BIFLO	CC	0005737	cytoplasm	1.5162026414	0.483490830125	1
SYFA_BIFLO	MF	0000049	tRNA binding	6.6264767069	0.678473024001	2
SYFA_BIFLO	MF	0000287	magnesium ion binding	5.27389934757	0.638151392111	6
SYFA_BIFLO	MF	0005524	ATP binding	2.959466982	0.554489032506	10
EFG2_STRCO	MF	0003746	translation elongation factor activity	7.87231555321	0.712097034477	1
EFG2_STRCO	BP	0006414	translational elongation	7.46995309498	0.70154924077	1
EFG2_STRCO	CC	0005737	cytoplasm	1.56886407198	0.486569249694	1
EFG2_STRCO	MF	0005525	GTP binding	6.05206048837	0.661905589764	5
EFG2_STRCO	MF	0003924	GTPase activity	6.02170321885	0.661008587928	8
RF2_STAAN	MF	0016149	translation release factor activity, codon specific	10.0979806131	0.766106685241	1
RF2_STAAN	BP	0006415	translational termination	9.07018217035	0.741995110314	1
RF2_STAAN	CC	0005737	cytoplasm	1.58150046642	0.487300212469	1
SYE_STRP3	MF	0004818	glutamate-tRNA ligase activity	10.9278149354	0.784691207624	1
SYE_STRP3	BP	0006424	glutamyl-tRNA aminoacylation	10.359489372	0.772043052596	1
SYE_STRP3	CC	0005737	cytoplasm	1.56501250756	0.486345867823	1
SYE_STRP3	MF	0000049	tRNA binding	6.66884891234	0.679666142969	2
SYE_STRP3	MF	0008270	zinc ion binding	4.81502696549	0.623314824066	7
SYE_STRP3	MF	0005524	ATP binding	2.91105273339	0.552437444122	11
TAGF_BACSU	MF	0047355	CDP-glycerol glycerophosphotransferase activity	10.0499776387	0.765008679645	1
TAGF_BACSU	CC	0016020	membrane	0.553591164446	0.412734182848	1
RF1_STRMU	MF	0016149	translation release factor activity, codon specific	10.1978497249	0.76838272953	1
RF1_STRMU	BP	0006415	translational termination	9.105072148	0.742835367551	1
RF1_STRMU	CC	0005737	cytoplasm	1.58411618162	0.48745115546	1
SSI_STRAN	MF	0004867	serine-type endopeptidase inhibitor activity	10.9805087989	0.785847073387	1
SSI_STRAN	BP	0010951	negative regulation of endopeptidase activity	9.62703359176	0.755218739118	1
SSI_STRAN	CC	0005576	extracellular region	5.66684108309	0.65035045527	1
SSI_STRAN	MF	0008233	peptidase activity	0.200865403646	0.369775750781	9
SSI_STRAN	MF	0005515	protein binding	0.0253799273253	0.327831926487	13
SSI_STRAN	BP	0006508	proteolysis	0.187881441212	0.367637365216	31
TREC_BACSU	MF	0008788	alpha,alpha-phosphotrehalase activity	13.4009990683	0.836239085485	1
TREC_BACSU	BP	0005993	trehalose catabolic process	11.4893881274	0.796869919302	1
TREC_BACSU	CC	0005737	cytoplasm	1.39089736414	0.475943524736	1
TREC_BACSU	MF	0032450	maltose alpha-glucosidase activity	0.145825959965	0.36014776413	7
TREC_BACSU	MF	0004558	alpha-1,4-glucosidase activity	0.14046240872	0.359118513224	8
TREC_BACSU	MF	0004556	alpha-amylase activity	0.0789785391947	0.345505731227	11
TREC_BACSU	MF	0046872	metal ion binding	0.013243189773	0.321409479337	13
TREC_BACSU	BP	0000023	maltose metabolic process	0.143137687223	0.359634302446	19
UREE_UREPA	BP	0018307	enzyme active site formation	12.7902981275	0.823986401741	1
UREE_UREPA	MF	0016151	nickel cation binding	9.31659712594	0.747895430786	1
UREE_UREPA	CC	0005737	cytoplasm	1.59707973127	0.488197400138	1
UREE_UREPA	BP	0019627	urea metabolic process	10.6154540654	0.777781433455	2
UREE_UREPA	MF	0051082	unfolded protein binding	8.07231311971	0.717239574338	2
UREE_UREPA	BP	0006457	protein folding	6.94827805939	0.687441197491	4
UREE_UREPA	BP	0065003	protein-containing complex assembly	6.24325498772	0.667504071968	5
SYC_STAAS	MF	0004817	cysteine-tRNA ligase activity	11.136365937	0.789249737905	1
SYC_STAAS	BP	0006423	cysteinyl-tRNA aminoacylation	10.9283030179	0.784701926724	1
SYC_STAAS	CC	0005737	cytoplasm	1.57550667545	0.486953862123	1
SYC_STAAS	MF	0008270	zinc ion binding	4.99995201714	0.629375512436	5
SYC_STAAS	MF	0005524	ATP binding	2.93692500412	0.553535904441	9
SYR_STAA3	MF	0004814	arginine-tRNA ligase activity	10.4753341273	0.77464881468	1
SYR_STAA3	BP	0006420	arginyl-tRNA aminoacylation	10.251843605	0.769608624139	1
SYR_STAA3	CC	0005737	cytoplasm	1.56252117962	0.486201230108	1
SYR_STAA3	MF	0005524	ATP binding	2.90721033643	0.552273891619	7
QACA_STAAU	CC	0005887	integral component of plasma membrane	4.58956242355	0.615765793938	1
QACA_STAAU	BP	0055085	transmembrane transport	2.69091140321	0.542886046507	1
QACA_STAAU	MF	0022857	transmembrane transporter activity	1.99310456076	0.50968951968	1
QACA_STAAU	MF	0016747	transferase activity, transferring acyl groups other than amino-acyl groups	0.00265301447875	0.312178877615	3
QACA_STAAU	BP	0046677	response to antibiotic	0.201304322631	0.369846811788	5
SYC_BIFLO	MF	0004817	cysteine-tRNA ligase activity	11.1697643185	0.789975785423	1
SYC_BIFLO	BP	0006423	cysteinyl-tRNA aminoacylation	10.9610774109	0.785421159818	1
SYC_BIFLO	CC	0005737	cytoplasm	1.58972893348	0.487774626024	1
SYC_BIFLO	MF	0008270	zinc ion binding	5.06463158235	0.631468771819	5
SYC_BIFLO	MF	0005524	ATP binding	2.94573295299	0.55390875923	9
XYLA_LACPE	MF	0009045	xylose isomerase activity	12.7006394368	0.822163128419	1
XYLA_LACPE	BP	0042732	D-xylose metabolic process	11.5522463777	0.798214409587	1
XYLA_LACPE	CC	0005737	cytoplasm	1.59714247727	0.488201004722	1
XYLA_LACPE	MF	0000287	magnesium ion binding	5.53490777789	0.646303106071	4
RF1_CORGL	MF	0016149	translation release factor activity, codon specific	10.1978387715	0.76838248051	1
RF1_CORGL	BP	0006415	translational termination	9.1050623683	0.742835132252	1
RF1_CORGL	CC	0005737	cytoplasm	1.5823107224	0.4873469826	1
SYFA_CORDI	MF	0004826	phenylalanine-tRNA ligase activity	10.0361198961	0.764691214278	1
SYFA_CORDI	BP	0006432	phenylalanyl-tRNA aminoacylation	10.0112407525	0.764120710499	1
SYFA_CORDI	CC	0005737	cytoplasm	1.59178829863	0.487893166825	1
SYFA_CORDI	MF	0000049	tRNA binding	6.96759356198	0.687972818983	2
SYFA_CORDI	MF	0000287	magnesium ion binding	5.5130406001	0.645627639674	6
SYFA_CORDI	MF	0005524	ATP binding	2.95946540776	0.55448896607	10
SYE_AYWBP	MF	0004818	glutamate-tRNA ligase activity	10.8331910125	0.78260856808	1
SYE_AYWBP	BP	0006424	glutamyl-tRNA aminoacylation	10.3066609789	0.770849917605	1
SYE_AYWBP	CC	0005737	cytoplasm	1.55161169471	0.485566501664	1
SYE_AYWBP	MF	0000049	tRNA binding	6.60478603085	0.677860780468	2
SYE_AYWBP	MF	0008270	zinc ion binding	4.75896299008	0.621454490226	7
SYE_AYWBP	MF	0005524	ATP binding	2.93098770314	0.553284253292	11
EFTU_APPPP	MF	0003746	translation elongation factor activity	7.7498930779	0.708916904344	1
EFTU_APPPP	BP	0006414	translational elongation	7.35378776318	0.698451446426	1
EFTU_APPPP	CC	0005737	cytoplasm	0.737105448041	0.429361235536	1
EFTU_APPPP	MF	0003924	GTPase activity	6.53969973176	0.676017587831	5
EFTU_APPPP	MF	0005525	GTP binding	5.94911986073	0.658854672408	6
