qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
MPPA_ECOLI	39.1324753188	1.76428967333	2	3197	0.608208648485	0.00482199471822	5.78415176028e-08	Extracellular solute-binding protein family 5	MPPA
NAPB_RALEH	714.426604102	69.1928228454	94	21009	0.921494966695	0.0862710183377	3.42667523239e-05	Nitrate reductase cytochrome c-type subunit	NAPB
NAPB_RALEH	570.903663704	4.21316710864	6	122	0.844260807707	0.0488636857026	7.9440131191e-05	Periplasmic nitrate reductase subunit NapB	NAPB
EFTS_SACD2	625.01674889	74.9531423752	100	31017	0.926043242687	0.162326821266	0.000166393019497	Elongation factor Ts	TSF
SYN_BUCAP	897.11398916	72.2300767535	100	15024	1.20365029203	0.480762555069	2.7109070352e-05	Asparagine--tRNA ligase	ASNS
PARC_ECOLI	513.144769406	88.2331897716	100	46051	0.84735018312	0.098286753662	1.47958563908e-05	DNA topoisomerase IV subunit A	PARC
TRPR_ECOLI	2373.62941895	88.0018543956	100	2153	1.62735652052	0.165835063258	0.000608470593398	Trp operon repressor	TRPR
POTC_ECOLI	1039.20682627	43.191933774	49	2724	1.04389251512	0.0720804660303	0.000356880857884	Spermidine Putrescine ABC transporter permease component potC	POTC
POTC_ECOLI	444.547052873	4.40734018102	5	155	0.779678178956	0.0223729380887	8.50309673389e-05	Polyamine transporter subunit PotC	POTC
POTC_ECOLI	290.358671862	24.6811050137	28	11388	0.745402551329	0.0740736976419	1.1417108006e-06	Spermidine/putrescine ABC transporter permease	POTC
POTC_ECOLI	106.60952116	14.1034885793	16	27528	0.652492584662	0.0374504888783	8.54621359995e-07	Binding-protein-dependent transport systems inner membrane component	POTC
POTC_ECOLI	4.86175135396	0.881468036205	1	47886	0.613471212392	0.0406160400936	5.3004385186e-07	ABC transmembrane type-1 domain-containing protein	POTC
PTQC_ECOLI	884.260492904	88.2021783395	100	15512	1.02524960536	0.153855997807	8.64678880755e-05	PTS system cellobiose-specific transporter subunit IIC	CELB
IF2_PSEAE	607.675840772	83.3995973825	100	32824	0.921404358243	0.166666316805	4.37013975062e-05	Translation initiation factor IF-2	INFB
SYA_NEIG1	594.461588034	84.2010864159	100	34265	1.12721857949	0.564968504031	3.1857245871e-05	Alanine--tRNA ligase	ALAS
SYM_AQUAE	559.509581481	66.3809933397	98	37104	1.11176979997	0.562198766107	3.10670455232e-05	Methionine--tRNA ligase	METG
SYM_AQUAE	40.4339795111	1.31086324797	2	2765	0.60670371585	0.00100023394069	2.84037137885e-09	Methionyl-tRNA synthetase	METG
TRKA_ECOLI	790.001840867	35.2812787278	40	3141	0.944615001125	0.0728536896551	9.04630661699e-05	Potassium transporter peripheral membrane component	TRKA
TRKA_ECOLI	512.563366569	47.6297262825	54	13596	0.821767574724	0.0504557701869	3.34948729537e-05	NAD-binding component of TrK potassium transporter	TRKA
TRKA_ECOLI	95.861014612	4.41015984097	5	3330	0.630428963502	0.00393312762552	8.06777082044e-10	TrkA-N domain-containing protein	TRKA
EFG2_BURXL	538.308744035	87.0807583564	100	41843	0.886094335063	0.152396883972	2.44472077041e-05	Elongation factor G	FUSA
EFTU_SHIFL	639.909169914	88.1907332668	100	29617	0.926262942526	0.151504195234	0.000102554325274	Translation elongation factor EF-Tu 1	TUF
EFTS_RHOP2	622.557698644	81.2559826705	100	31277	0.924164891486	0.160638715419	0.000164642814892	Translation elongation factor Ts	TSF
SYD_HELHP	594.776249626	75.9377704925	100	34220	1.08771224705	0.490190932799	2.76407144089e-05	Aspartate--tRNA ligase	ASPS
SYA_AZOSE	588.631592747	79.244469582	99	34265	1.08763117237	0.49467543958	2.76146493526e-05	Alanine--tRNA ligase	ALAS
SYA_AZOSE	20.9132199513	0.822271495999	1	2910	0.59949341916	0.00212854928198	3.02222820736e-09	Alanyl-tRNA synthetase	ALAS
SYA_SHEON	588.028467501	79.1290358422	99	34265	1.07260785018	0.466784796276	2.60576884172e-05	Alanine--tRNA ligase	ALAS
SYA_SHEON	20.0939984238	0.789792003825	1	2910	0.600646270854	0.00492202140554	6.9885494571e-09	Alanyl-tRNA synthetase	ALAS
FOCB_ECOLI	1114.23221428	87.8933147154	100	9770	1.12749206392	0.173203005114	7.92748773899e-05	Predicted formate transporter FocB	FOCB
GLDH_CYTJO	2420.47913614	82.1737375005	99	2047	1.60580823876	0.0897927466679	0.00132142839872	Gliding motility-associated lipoprotein GldH	GLDH
EFTS_RHOPA	622.498686981	80.9209728771	100	31277	0.924621455699	0.161544658636	0.000165591472333	Translation elongation factor Ts	TSF
METK_BUCAI	490.956427777	61.4713376031	79	30693	0.919315955866	0.250817515734	5.07084196759e-06	S-adenosylmethionine synthase	METK
METK_BUCAI	365.097724623	17.158914617	21	4325	0.828370077238	0.174207859646	4.10888007615e-05	Methionine adenosyltransferase	METK
ARGK_ECOLI	848.336046006	36.986775848	42	3162	0.966753947051	0.0706028232419	1.61651655603e-06	Arginine/ornithine transport system ATPase	MEAB
ARGK_ECOLI	719.266325875	1.76347510468	2	3	0.88951697181	0.0222743100164	0.000252857573462	ATPase component of two convergent arginine trasnporter	MEAB
ARGK_ECOLI	641.339301181	5.28580517902	6	113	0.864900028779	0.0346480580489	4.18770258292e-05	Membrane ATPase/protein kinase ArgK	MEAB
ARGK_ECOLI	559.695051524	13.1983424749	15	925	0.83575353659	0.0412745447813	3.6231231721e-07	Membrane ATPase/protein kinase	MEAB
ARGK_ECOLI	440.101199601	24.6794111955	28	5230	0.792736335022	0.0503666181403	7.73783494237e-05	Methylmalonyl Co-A mutase-associated GTPase MeaB	MEAB
ARGK_ECOLI	43.7161390122	0.877117417306	1	669	0.607486455605	0.0	0.0	Putative nucleotide-binding protein	MEAB
DCRB_ECOLI	2951.65046424	3.48721193736	4	22	1.77622758023	0.0105010680649	9.14230898921e-05	Phage sensitivity protein DcrB	DCRB
DCRB_ECOLI	357.026192478	5.28539565967	6	3454	0.896569033421	0.308978147517	6.91227738889e-06	Periplasmic protein, predicted lipoprotein	DCRB
RF1_PHOPR	618.413190612	81.9533190789	100	31700	0.890365526676	0.0999997110935	2.01775968439e-05	Peptide chain release factor 1	PRFA
SYA_CHLPN	560.066077684	65.7593305604	99	37690	1.0887361764	0.518319182324	2.89345322757e-05	Alanine--tRNA ligase	ALAS
CHEB1_PSEU2	840.648319316	85.11842285	99	16820	1.18002803869	0.478758694187	0.00133015209172	Protein-glutamate methylesterase/protein-glutamine glutaminase	CHEB
CHEB1_PSEU2	52.1608159829	0.860272667717	1	446	0.612540977791	0.0031634857613	1.97202762004e-07	Two-component system chemotaxis response regulator CheB	CHEB
ALGF_PSEAE	1945.97896069	76.4518691957	98	3123	1.46499942263	0.182177483498	0.00268860499175	Alginate O-acetyltransferase complex protein AlgF	ALGF
SYR_VIBF1	596.480021953	83.8004191009	100	34077	1.09227183099	0.497508039888	2.80533088773e-05	Arginine--tRNA ligase	ARGS
SYA_LEPIN	371.187369186	33.2168364766	39	34265	0.893886445609	0.293228998049	6.44845262361e-06	Alanine--tRNA ligase	ALAS
SYD_PELUB	562.593232978	71.7406219401	96	36299	1.07333698389	0.487356911453	2.63816741828e-05	Aspartate--tRNA ligase	ASPS
SYD_PELUB	116.805822996	0.699191382707	1	80	0.640443413638	0.00702089991475	3.74250421756e-07	Aspartyl-tRNA synthetase @ Aspartyl-tRNA(Asn) synthetase	ASPS
RF3_HAEDU	770.233128119	84.6456964943	100	20443	0.950829876537	0.0995023013328	2.02791457768e-05	Peptide chain release factor 3	PRFC
OMPC_KLEPN	269.06695828	24.963915575	29	26570	0.758242010435	0.114368225683	3.37556881278e-06	Outer membrane pore protein C	OMPC
OMPC_KLEPN	150.00672148	18.9212351382	22	49062	0.687518388601	0.0707775297579	0.000180461865725	Outer membrane porin protein C	OMPC
OMPC_KLEPN	92.682440933	1.73837204353	2	1086	0.62968562671	0.0049293625952	4.40807923173e-06	Phosphoporin PhoE	OMPC
SYM_BRUME	580.863999604	81.54674023	98	34428	1.07670717077	0.479926491531	2.65206881606e-05	Methionine--tRNA ligase	METG
SYM_BRUME	42.3274449382	1.68564376422	2	2765	0.617821645049	0.0205484262399	5.83515109794e-08	Methionyl-tRNA synthetase	METG
MGTA_THEMA	226.518254146	21.6491664793	29	66829	0.684360391369	0.00708128916247	3.22707227281e-07	Alpha amylase catalytic subunit	
SACB_ZYMMO	1885.30532571	66.1103358139	98	3324	1.40526052846	0.115293910612	0.00163127756863	Beta-fructofuranosidase	
IF1_RICCN	625.095300056	79.2994030657	100	30968	0.920990426517	0.152738689669	4.00484895846e-05	Translation initiation factor IF-1	INFA
METK_DEHE1	552.576197646	65.9520481861	88	31358	1.0380159402	0.428274091022	9.64494147869e-06	S-adenosylmethionine synthase	METK
METK_DEHE1	137.625307322	7.38373083308	10	6332	0.665501785676	0.0385878793721	4.33398434697e-06	Methionine adenosyltransferase	METK
SYE_PSEHT	546.247267822	82.8291401096	98	39120	1.05488527699	0.464878973733	2.56891638872e-05	Glutamate--tRNA ligase	GLTX
SYE_PSEHT	330.447437458	0.800991538514	1	7	0.724866388414	0.0050666894229	0.000103401824956	GltX	GLTX
SYE_PSEHT	19.971627625	0.751940628532	1	2402	0.600087072745	0.00395928600435	5.62160620125e-09	Glutamyl-tRNA synthetase	GLTX
SYM_XANAC	587.519052262	85.3316021035	99	34428	1.08865566239	0.497448086975	2.77694289908e-05	Methionine--tRNA ligase	METG
SYM_XANAC	20.9416270957	0.863795878358	1	2765	0.600164823875	0.00337391120883	4.79045973273e-09	Methionyl-tRNA synthetase	METG
OSPB1_BORBU	997.769481426	2.00646559889	3	4	1.07235536368	0.157039148352	0.000841124328317	Outer surfce protein A	OSPA
OSPB1_BORBU	762.929746718	63.0720159094	87	16898	0.951266807389	0.105838260792	3.15241241388e-05	Major outer membrane surface protein B	OSPA
OSPB1_BORBU	709.821500805	1.42741789947	2	4	0.875029562789	0.00207709677311	5.0588418772e-06	Borrelia lipoprotein	OSPA
CHB_VIBHA	555.57670853	81.8719358707	96	37704	0.816667733289	0.0083713696342	1.11985256447e-05	N-acetyl-beta-hexosaminidase	CHB
SYR_PELCD	589.957766026	69.1293518576	99	34077	1.08472960658	0.488199915302	2.72531611564e-05	Arginine--tRNA ligase	ARGS
SYR_PELCD	22.0358168753	0.673207923616	1	2308	0.599480041119	0.00125606477916	1.78342800799e-09	Arginyl-trna synthetase	ARGS
AQPZ_BRUA2	1304.84770235	80.6450962361	98	6963	1.24403300576	0.249207998011	0.000684293582382	Aquaporin Z	AQPZ
CHEB2_PSEPF	780.739021656	79.4858784982	92	16817	1.08189784419	0.338839129854	0.000874835249347	Protein-glutamate methylesterase/protein-glutamine glutaminase	CHEB
CHEB2_PSEPF	190.453277711	6.96923956422	8	2172	0.675298760868	0.0172027043248	8.24591218929e-07	Chemotaxis response regulator protein-glutamate methylesterase	CHEB
NEUA_NEIME	648.022676806	61.8093250993	94	26642	0.886233757151	0.0698518562972	0.0001601295421	N-acylneuraminate cytidylyltransferase (CMP-N-acetylneuraminic acid synthetase CMP-NeuNAc synthetase CMP-sialic acid synthetase)	
SYS_PSEPK	593.06426638	89.4212435454	100	34476	1.08175204958	0.480237381737	2.65351450136e-05	Seryl-tRNA synthetase	SERS
VLP7_BORHE	2079.56159217	71.4278859596	100	2792	1.54236510497	0.227403197311	0.00083867620869	Variable large protein 7	
OMPW_ECOLI	1821.05901647	79.2365112762	90	3292	1.39137436868	0.137634989642	0.000210879048093	Outer membrane protein OmpW	OMPW
IF12_NOVAD	630.695390728	77.2568597101	100	30452	0.922046439974	0.150504706479	3.94624319972e-05	Translation initiation factor IF-1	INFA
IF1_RHOPS	631.329300427	85.6732904242	100	30419	0.929494003215	0.164078155868	4.30217205508e-05	Translation initiation factor IF-1	INFA
LHB1_RHOSH	3518.4039356	39.2073703113	49	233	2.0637565605	0.125273438365	3.19643830776e-06	Light-harvesting complex 1 beta chain	PUFB
LHB1_RHOSH	1393.49041675	3.21697455953	4	7	1.19030655968	0.0809411986209	0.000577885336352	Light-harvesting complex I beta subunit PufB	PUFB
LHB1_RHOSH	1386.6731341	31.4801801017	39	967	1.14466925364	0.0	0.0	Light-harvesting protein	PUFB
LHB1_RHOSH	401.317249291	4.80532044233	6	269	0.77270440276	0.041841328247	7.99536493947e-05	Antenna complex alpha/beta subunit	PUFB
LHB1_RHOSH	337.669109294	0.779538858007	1	2	0.732403847191	0.0138373871326	0.000119414670002	LHI beta, Light-harvesting B875 subunit	PUFB
OMPA_SALTI	2042.01280803	44.7590091364	51	782	1.45004899393	0.0815906226406	4.20359573168e-05	Porin OmpA	OMPA
OMPA_SALTI	1081.41713044	38.5101684543	44	2064	1.09160885263	0.130267725428	5.29902847848e-06	Outer membrane protein A	OMPA
OMPA_SALTI	191.919967246	0.877174633905	1	34	0.669016527652	0.00424252943516	7.63911345124e-09	OmpA-like transmembrane domain	OMPA
OMPA_SALTI	5.79932295031	0.877174633905	1	35184	0.59231972918	0.0	0.0	OmpA-like domain-containing protein	OMPA
SYQ_YERPS	844.294866722	83.2889340162	98	16335	1.18880914744	0.492623879828	2.72223445213e-05	Glutamine--tRNA ligase	GLNS
SYQ_YERPS	67.4451236699	1.68344476884	2	1045	0.620470826399	0.006590144446	1.87140796821e-08	Glutaminyl-tRNA synthetase	GLNS
SYC_SODGM	580.90233677	77.3738998498	97	33816	1.07056513985	0.468308854436	2.56146303847e-05	Cysteine--tRNA ligase	CYSS
SYC_SODGM	75.8005375479	2.37254993503	3	1866	0.632076237431	0.0221811707975	9.448204083e-08	Cysteinyl-tRNA synthetase	CYSS
EFP_PROMA	628.082078997	84.0528527206	100	30732	0.92216754997	0.152705987937	2.72382205771e-05	Translation elongation factor P	EFP
SYT_FRATT	563.598722478	70.8954033868	95	34504	1.05924009382	0.460000211328	2.46414140647e-05	Threonine--tRNA ligase	THRS
SYT_FRATT	101.52385679	2.84360003614	4	1710	0.649907165816	0.0364106018193	2.06790885786e-07	Threonyl-tRNA synthetase	THRS
SYW_XYLFT	610.992697741	77.1003702941	100	32393	1.10342937231	0.507607020302	2.86227666432e-05	Tryptophan--tRNA ligase	TRPS
GLPD_ECOLI	634.470958737	87.0115928558	99	29528	1.09589607768	0.475674431878	1.22645089994e-05	Aerobic glycerol-3-phosphate dehydrogenase	GLPD
GLPD_ECOLI	43.3416424101	0.877475018152	1	643	0.612514982625	0.009770425622	4.05491603826e-09	Alpha-glycerophosphate oxidase	GLPD
FLIG_SHIBO	903.224342234	79.5036251034	100	14865	1.01592925341	0.121950565682	0.000285835002361	Flagellar motor switch protein FliG	FLIG
IF1_GEOMG	631.165035922	82.6824513731	100	30419	0.922505098726	0.151015646375	3.95889202097e-05	Translation initiation factor IF-1	INFA
MCP3_ECOLI	1341.19189676	3.52862248874	4	12	1.16936981152	0.0809187136515	0.000306728788706	Methyl-accepting chemotaxis protein Trg	TRG
MCP3_ECOLI	223.837645025	52.9108444186	60	96713	0.725873470224	0.0874274614519	9.28822156005e-05	Methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor	TRG
MCP3_ECOLI	190.829357538	22.9175532643	26	24973	0.697775149865	0.0593259218973	3.34121947218e-05	HAMP domain-containing protein	TRG
SYT_BARQU	592.529052678	80.3818433853	100	34504	1.08681399261	0.490192110791	2.76407808331e-05	Threonine--tRNA ligase	THRS
TRAJ4_ECOLI	1158.98427409	12.1411568683	14	901	1.07988327155	0.049601590152	3.5956631811e-05	Conjugal transfer transcriptional regulator TraJ	TRAJ
TRAJ4_ECOLI	73.1464042262	4.15370441681	5	26434	0.693356969408	0.139807513338	2.12824082631e-05	Conjugal transfer protein TrbJ	TRAJ
SYFB_CHLCV	355.295440265	25.6577577414	35	33425	0.743675720439	0.021806676549	2.88098210919e-07	Phenylalanine--tRNA ligase beta subunit	PHET
LIVH_ECOLI	536.941340907	1.76331650938	2	17	0.830044211441	0.0476746427844	5.72013169985e-06	High-affinity branched-chain amino acid transport system permeaseprotein braD	LIVH
LIVH_ECOLI	381.56986881	80.2309011769	91	69645	0.777243956155	0.0653101557033	8.13054042024e-05	High-affinity branched-chain amino acid transport system permease protein livH	LIVH
LIVH_ECOLI	290.058830727	3.52663301876	4	233	0.713667122543	0.0144218657111	7.12462428093e-08	Leucine/isoleucine/valine transporter subunit	LIVH
LIVH_ECOLI	32.0981600279	0.881658254691	1	1187	0.603831770568	0.00187265372639	4.08541854681e-09	LIV-I protein H	LIVH
LIVH_ECOLI	11.3954878514	0.881658254691	1	9294	0.595550702602	0.00187265372639	4.93244936625e-08	Inner-membrane translocator	LIVH
DEOB_ECOLI	984.080441472	88.1935822625	100	12525	1.24870455238	0.499994513995	0.0037641685914	Phosphopentomutase	DEOB
FLIR_ECOLI	927.648505591	86.8343436447	99	13813	1.04217509908	0.153033530962	0.000396271671517	Flagellar type III secretion system protein FliR	FLIR
FLIR_ECOLI	181.947548419	0.8814527301	1	37	0.691661635031	0.054495123481	1.00109385917e-05	Flagellar export pore protein	FLIR
CHEB_ECOL6	808.035690427	83.7702702142	95	16765	1.13169471988	0.412185781443	0.00109897699299	Protein-glutamate methylesterase/protein-glutamine glutaminase	CHEB
CHEB_ECOL6	348.287852224	0.881792318044	1	9	0.738222558601	0.0168064346986	3.66040874952e-07	OmpR family two component system KDP operon response regulator	CHEB
CHEB_ECOL6	110.241578441	3.52716927218	4	1596	0.638548928963	0.00840055183716	2.5564130944e-07	Chemotaxis response regulator protein-glutamate methylesterase	CHEB
ALYA_PSEAL	2.73487062634e-09	0.881290855733	1	6344	0.854745644901	0.499519784864	7.94609355099e-06	Alginate lyase	
SYC_SYNEL	578.578752223	70.315625045	100	36141	1.08510932496	0.497504269832	2.80530962927e-05	Cysteine--tRNA ligase	CYSS
FEPE_ECOLI	3322.81723369	63.2188922227	72	570	1.97900761872	0.112883196507	0.00263155464638	Ferric enterobactin transport protein fepE	FEPE
FEPE_ECOLI	824.918088383	21.921908248	25	1112	0.92924799612	0.0175106503342	5.80449209146e-06	Regulator of length of O-antigen component of lipopolysaccharide chains	FEPE
FEPE_ECOLI	17.2526581164	1.7544920348	2	16072	0.600801041691	0.00735835345945	2.55553482956e-06	Lipopolysaccharide biosynthesis protein WzzE	FEPE
FEPE_ECOLI	18.4374201339	0.87262492393	1	3507	0.598822089426	0.00273039302262	6.53516759843e-07	Wzz domain-containing protein	FEPE
YIEI_ECOLI	1760.11413998	3.47885136058	4	12	1.30635821698	0.0232312044013	1.13262646648e-06	CreB-regulated gene B protein	CBRB
YIEI_ECOLI	520.293805009	39.6110604632	46	17801	0.863148598512	0.122657178135	0.00113860487278	Inner membrane protein CbrB	CBRB
RF1_CHLAB	598.777239815	73.1099258412	100	33479	0.884433379916	0.103626539249	2.09094057215e-05	Peptide chain release factor 1	PRFA
YDJM_ECOLI	685.323048668	1.75832688167	2	14	0.89556034909	0.0593037724605	6.51091395025e-06	Predicted inner membrane protein regulated by LexA	YDJM
YDJM_ECOLI	428.227756554	39.5194292949	45	18107	0.839848277792	0.148077779291	0.0037976072976	Inner membrane protein YdjM	YDJM
YDJM_ECOLI	260.335631379	0.874548716119	1	24	0.711208814367	0.0322161278873	7.01731573036e-07	Membrane-bound metal-dependent hydrolase YdjM, induced during SOS response	YDJM
YDJM_ECOLI	158.14731726	19.3038197272	22	31640	0.677513023488	0.0457624280903	4.848172594e-07	Metal-dependent hydrolase	YDJM
YDJM_ECOLI	107.603551975	3.51118086515	4	2263	0.645746975227	0.0239727250607	5.0774559023e-07	Putative metal-dependent hydrolase, membrane-bound	YDJM
IF1_PHOLL	631.40981795	87.7348593077	100	30419	0.925646274183	0.156757594574	4.10939398933e-05	Translation initiation factor IF-1	INFA
SYT_BACTN	592.827429385	86.8952587927	100	34504	1.08821340296	0.492607312576	2.77769683843e-05	Threonine--tRNA ligase	THRS
SYD_BDEBA	570.415125701	67.794886778	99	36276	1.04233873504	0.422966438739	2.36115823814e-05	Aspartate--tRNA ligase	ASPS
SYD_BDEBA	21.0189867068	0.657245626462	1	2501	0.603067658604	0.00879257296554	1.24841657445e-08	Aspartyl-tRNA synthetase	ASPS
ISPA_AQUAE	830.480464509	41.7027261653	73	9333	1.00481567148	0.155892682711	1.81919911681e-05	Geranylgeranyl diphosphate synthase type II	ISPA
ISPA_AQUAE	342.342426596	0.562678282111	1	6	0.733623951151	0.0126166953398	6.59914923269e-06	Dimethylallyl transferase	ISPA
ISPA_AQUAE	262.823025872	6.21295382867	11	2068	0.704769266886	0.0181861108827	7.08884548938e-05	Geranyltranstransferase	ISPA
ISPA_AQUAE	87.6948539535	6.22691506674	10	18615	0.648242251807	0.0437060679468	4.7106644944e-06	Polyprenyl synthetase	ISPA
ISPA_AQUAE	57.4923805661	1.76334994475	3	3476	0.620178113883	0.0135492302535	3.48109682317e-06	Geranyl transferase	ISPA
AMY2_DICTH	123.464711678	4.04203780744	6	46047	0.640765526485	0.00260308908046	2.30054553299e-07	Alpha amylase catalytic region	
SYE_FRATT	563.625079561	73.8453885032	99	36914	1.10352862471	0.543543369882	3.03426415913e-05	Glutamate--tRNA ligase	GLTX
SYE_FRATT	23.9943905132	0.803270486643	1	2402	0.599880243301	0.000532994492532	7.56774110577e-10	Glutamyl-tRNA synthetase	GLTX
MELA_SHECO	831.890298148	75.0590831911	94	16450	1.18072832024	0.486735613603	0.000116288683946	4-hydroxyphenylpyruvate dioxygenase HppD	HPPD
RF1_SYNJB	618.231877719	75.7773587566	100	31700	0.889000279464	0.0975606314478	1.96854477644e-05	Peptide chain release factor 1	PRFA
TTDT_ECOLI	1430.43390376	42.339727485	48	1485	1.28424306939	0.230318272821	4.11645576472e-05	Predicted tartrate:succinate antiporter	TTDT
TTDT_ECOLI	581.309375331	11.462386876	13	659	0.85446563118	0.060260933789	0.0001793069671	Transporter, DASS family	TTDT
TTDT_ECOLI	317.444264261	24.693551715	28	10252	0.75891979863	0.0791351968827	2.19288986654e-05	Anion transporter	TTDT
TTDT_ECOLI	363.156682227	0.882077655937	1	2	0.739632427278	0.00821382403551	0.000821382403551	L-tartrate/succinate antiporte	TTDT
TTDT_ECOLI	138.238118181	1.76415531187	2	276	0.647302637681	0.00378752344303	1.49206912545e-07	Tartrate transporter	TTDT
END1_ECOLI	528.714306339	87.2498335772	99	42946	0.848830604343	0.0893297402459	5.97387453587e-06	Extracellular deoxyribonuclease	ENDA
SYT_WOLPM	582.140064774	72.0565533401	98	34504	1.03736566536	0.404734324783	2.23655768224e-05	Threonine--tRNA ligase	THRS
SYT_WOLPM	25.0607427681	0.691483464328	1	1710	0.600801965439	0.00146729866122	2.08334918063e-09	Threonyl-tRNA synthetase	THRS
OMP52_HAEIN	759.055734186	37.3313455465	46	4867	0.950691870224	0.107662862768	0.000412964127585	Outer membrane protein A	OMPA
OMP52_HAEIN	709.755137287	16.4353076824	21	1079	0.904524125318	0.0577770313269	1.21900118329e-05	Porin OmpA	OMPA
OMP52_HAEIN	158.43811181	20.968448058	27	35184	0.653375244724	0.0	0.0	OmpA-like domain-containing protein	OMPA
OMP52_HAEIN	67.291476772	0.846091829232	1	318	0.620273154825	0.00633303516273	2.77399700514e-06	Fimbrin	OMPA
DHGA_ACICA	851.838189413	69.8654965239	81	10956	1.02583107367	0.179419014296	0.000186016190528	Quinoprotein glucose dehydrogenase A	GCD
